90 #SUP: 8416
1 90 #SUP: 4488
2 90 #SUP: 3928
5 90 #SUP: 3796
6 90 #SUP: 3292
7 90 #SUP: 840
11 90 #SUP: 3268
12 90 #SUP: 2684
13 90 #SUP: 2320
24 90 #SUP: 5040
31 90 #SUP: 3808
36 90 #SUP: 8200
38 90 #SUP: 6824
41 90 #SUP: 5880
53 90 #SUP: 1232
55 90 #SUP: 3552
63 90 #SUP: 2480
67 90 #SUP: 5316
71 90 #SUP: 5076
90 94 #SUP: 8216
90 97 #SUP: 7768
90 104 #SUP: 3968
90 114 #SUP: 2424
90 120 #SUP: 4064
12 41 67 71 90 97 #SUP: 648
12 41 67 71 90 104 #SUP: 608
12 44 67 71 90 97 #SUP: 232
12 44 67 90 97 108 #SUP: 116
12 44 71 90 97 108 #SUP: 116
12 55 67 71 90 104 #SUP: 760
12 67 71 90 97 104 #SUP: 792
12 67 71 90 97 108 #SUP: 376
12 67 71 90 97 120 #SUP: 508
12 67 71 90 104 120 #SUP: 336
12 67 90 97 104 120 #SUP: 328
12 71 90 97 104 120 #SUP: 328
13 24 31 36 90 94 #SUP: 384
13 24 31 38 55 90 #SUP: 272
13 24 31 55 90 97 #SUP: 304
13 24 36 38 90 94 #SUP: 956
13 24 36 41 90 94 #SUP: 284
13 24 36 55 90 94 #SUP: 140
13 24 36 90 94 97 #SUP: 1232
13 24 36 90 94 114 #SUP: 956
13 24 38 41 55 90 #SUP: 232
13 24 38 55 90 94 #SUP: 104
13 24 38 63 90 97 #SUP: 1072
13 24 38 67 90 97 #SUP: 672
13 24 38 71 90 97 #SUP: 672
13 24 38 90 94 114 #SUP: 920
13 24 38 90 97 120 #SUP: 1000
13 24 55 90 94 114 #SUP: 104
13 24 67 71 90 97 #SUP: 532
13 24 67 90 97 120 #SUP: 576
13 24 67 90 97 123 #SUP: 360
13 24 71 90 97 120 #SUP: 576
13 24 71 90 97 123 #SUP: 360
13 24 90 97 120 123 #SUP: 432
13 31 36 38 90 94 #SUP: 712
13 31 36 53 90 94 #SUP: 256
13 31 36 55 90 94 #SUP: 184
13 31 36 79 90 94 #SUP: 592
13 31 36 90 94 97 #SUP: 944
13 31 36 90 94 100 #SUP: 368
13 31 36 90 94 120 #SUP: 380
13 31 38 55 63 90 #SUP: 256
13 31 38 55 90 120 #SUP: 140
13 31 38 90 97 120 #SUP: 424
13 36 38 41 90 94 #SUP: 756
13 36 38 53 90 94 #SUP: 278
13 36 38 55 90 94 #SUP: 372
13 36 38 67 90 94 #SUP: 1336
13 36 38 71 90 94 #SUP: 1240
13 36 38 79 90 94 #SUP: 944
13 36 38 88 90 94 #SUP: 928
13 36 38 90 94 97 #SUP: 1728
13 36 38 90 94 104 #SUP: 872
13 36 38 90 94 114 #SUP: 964
13 36 38 90 94 120 #SUP: 1260
13 36 38 90 94 125 #SUP: 352
13 36 38 90 94 128 #SUP: 900
13 36 42 90 94 97 #SUP: 1104
13 36 44 90 94 97 #SUP: 284
13 36 50 90 94 97 #SUP: 284
13 36 53 55 90 94 #SUP: 182
13 36 53 67 90 94 #SUP: 264
13 36 53 71 90 94 #SUP: 232
13 36 53 79 90 94 #SUP: 196
13 36 53 90 94 97 #SUP: 272
13 36 53 90 94 120 #SUP: 156
13 36 55 67 90 94 #SUP: 352
13 36 55 71 90 94 #SUP: 256
13 36 55 79 90 94 #SUP: 368
13 36 55 90 94 114 #SUP: 148
13 36 56 90 94 97 #SUP: 1696
13 36 67 71 90 94 #SUP: 1100
13 36 67 79 90 94 #SUP: 864
13 36 67 88 90 94 #SUP: 840
13 36 67 90 94 97 #SUP: 1432
13 36 67 90 94 100 #SUP: 632
13 36 67 90 94 114 #SUP: 512
13 36 67 90 94 120 #SUP: 836
13 36 71 79 90 94 #SUP: 768
13 36 71 88 90 94 #SUP: 744
13 36 71 90 94 97 #SUP: 1336
13 36 71 90 94 100 #SUP: 632
13 36 71 90 94 114 #SUP: 512
13 36 71 90 94 120 #SUP: 836
13 36 79 88 90 94 #SUP: 828
13 36 79 90 94 97 #SUP: 1216
13 36 79 90 94 100 #SUP: 776
13 36 79 90 94 114 #SUP: 528
13 36 79 90 94 120 #SUP: 684
13 36 88 90 94 97 #SUP: 1152
13 36 88 90 94 100 #SUP: 712
13 36 90 94 97 107 #SUP: 552
13 36 90 94 97 108 #SUP: 552
13 36 90 94 97 120 #SUP: 1304
13 36 90 94 100 114 #SUP: 976
13 36 90 94 114 120 #SUP: 932
13 38 41 53 90 94 #SUP: 236
13 38 41 55 90 94 #SUP: 192
13 38 41 55 90 117 #SUP: 168
13 38 41 90 94 128 #SUP: 608
13 38 53 55 90 94 #SUP: 140
13 38 53 90 94 128 #SUP: 180
13 38 55 67 71 90 #SUP: 424
13 38 55 67 90 104 #SUP: 472
13 38 55 69 90 94 #SUP: 152
13 38 55 90 94 114 #SUP: 112
13 38 55 90 97 120 #SUP: 200
13 38 63 67 71 90 #SUP: 456
13 38 67 71 90 97 #SUP: 1160
13 38 67 71 90 104 #SUP: 952
13 38 67 71 90 120 #SUP: 692
13 38 67 90 97 104 #SUP: 1040
13 38 67 90 97 120 #SUP: 904
13 38 71 90 97 120 #SUP: 904
13 44 67 71 90 97 #SUP: 268
13 44 67 90 97 108 #SUP: 142
13 44 71 90 97 108 #SUP: 126
13 53 55 90 94 114 #SUP: 124
13 55 67 71 90 97 #SUP: 380
13 55 67 71 90 120 #SUP: 200
13 55 67 90 97 120 #SUP: 208
13 55 71 90 97 120 #SUP: 208
13 67 71 90 97 108 #SUP: 456
13 67 71 90 97 120 #SUP: 700
16 24 36 41 90 94 #SUP: 1304
16 24 36 50 90 94 #SUP: 420
16 24 36 55 90 94 #SUP: 904
16 24 36 90 94 97 #SUP: 1272
16 36 38 55 90 94 #SUP: 736
16 36 38 57 90 94 #SUP: 1360
16 36 38 90 94 97 #SUP: 1400
16 36 38 90 94 104 #SUP: 760
16 36 38 90 94 120 #SUP: 704
16 36 38 90 94 121 #SUP: 640
16 36 41 50 90 94 #SUP: 568
16 36 41 55 90 94 #SUP: 800
16 36 41 67 90 94 #SUP: 960
16 36 41 71 90 94 #SUP: 960
16 36 41 79 90 94 #SUP: 952
16 36 41 88 90 94 #SUP: 952
16 36 41 90 94 97 #SUP: 1832
16 36 41 90 94 104 #SUP: 824
16 36 41 90 94 122 #SUP: 920
16 36 44 90 94 97 #SUP: 300
16 36 50 67 90 94 #SUP: 276
16 36 50 71 90 94 #SUP: 276
16 36 50 79 90 94 #SUP: 284
16 36 50 88 90 94 #SUP: 284
16 36 50 90 94 97 #SUP: 548
16 36 50 90 94 104 #SUP: 252
16 36 55 57 90 94 #SUP: 720
16 36 55 90 94 120 #SUP: 384
16 36 57 90 94 97 #SUP: 1384
16 36 57 90 94 104 #SUP: 744
16 36 57 90 94 120 #SUP: 696
16 36 67 71 90 94 #SUP: 884
16 36 67 79 90 94 #SUP: 688
16 36 67 88 90 94 #SUP: 688
16 36 67 90 94 97 #SUP: 992
16 36 67 90 94 104 #SUP: 816
16 36 71 79 90 94 #SUP: 688
16 36 71 88 90 94 #SUP: 688
16 36 71 90 94 97 #SUP: 992
16 36 71 90 94 104 #SUP: 816
16 36 79 88 90 94 #SUP: 936
16 36 79 90 94 97 #SUP: 912
16 36 79 90 94 104 #SUP: 552
16 36 88 90 94 97 #SUP: 912
16 36 88 90 94 104 #SUP: 552
16 36 90 94 97 104 #SUP: 784
16 36 90 94 97 107 #SUP: 600
16 36 90 94 97 108 #SUP: 600
16 36 90 94 97 120 #SUP: 716
16 36 90 94 104 120 #SUP: 396
20 36 38 41 90 94 #SUP: 630
20 36 38 67 90 94 #SUP: 1056
20 36 38 71 90 94 #SUP: 1056
20 36 38 79 90 94 #SUP: 648
20 36 38 88 90 94 #SUP: 648
20 36 38 90 94 114 #SUP: 918
20 36 38 90 94 128 #SUP: 870
20 38 41 53 90 94 #SUP: 174
20 38 41 90 94 128 #SUP: 588
21 36 79 88 90 94 #SUP: 1040
22 36 50 90 94 97 #SUP: 264
22 36 53 55 90 97 #SUP: 116
22 36 55 58 90 97 #SUP: 264
22 36 55 69 90 97 #SUP: 120
22 36 57 90 94 97 #SUP: 696
22 36 79 90 94 97 #SUP: 416
22 36 90 94 97 120 #SUP: 388
22 36 90 94 97 128 #SUP: 280
23 36 38 41 90 94 #SUP: 3016
23 36 38 53 90 94 #SUP: 936
23 36 38 67 90 94 #SUP: 3128
23 36 38 71 90 94 #SUP: 2936
23 36 38 79 90 94 #SUP: 2024
23 36 38 88 90 94 #SUP: 2024
23 36 38 90 94 104 #SUP: 3080
23 36 53 67 90 94 #SUP: 928
23 36 53 71 90 94 #SUP: 864
23 36 53 79 90 94 #SUP: 640
23 36 53 88 90 94 #SUP: 640
23 36 53 90 94 104 #SUP: 880
23 36 55 67 90 94 #SUP: 1264
23 36 57 90 94 104 #SUP: 2224
23 36 67 71 90 94 #SUP: 2968
23 36 67 79 90 94 #SUP: 1984
23 36 67 88 90 94 #SUP: 1984
23 36 67 90 94 104 #SUP: 3040
23 36 71 79 90 94 #SUP: 1792
23 36 71 88 90 94 #SUP: 1792
23 36 71 90 94 104 #SUP: 2848
23 36 79 88 90 94 #SUP: 1696
23 36 79 90 94 104 #SUP: 2032
23 36 88 90 94 104 #SUP: 2032
23 36 90 94 97 104 #SUP: 3080
23 36 90 94 104 120 #SUP: 1320
24 31 36 53 55 90 #SUP: 232
24 31 36 55 90 94 #SUP: 552
24 31 36 55 90 114 #SUP: 416
24 31 36 79 90 94 #SUP: 1560
24 31 36 90 97 100 #SUP: 1136
24 31 38 55 90 97 #SUP: 368
24 31 55 90 97 120 #SUP: 272
24 31 55 90 97 123 #SUP: 272
24 34 38 41 55 90 #SUP: 216
24 36 38 55 90 94 #SUP: 1608
24 36 38 90 94 97 #SUP: 3296
24 36 38 90 94 114 #SUP: 1800
24 36 38 90 94 125 #SUP: 1016
24 36 38 90 94 128 #SUP: 1216
24 36 39 79 90 94 #SUP: 1480
24 36 41 50 90 94 #SUP: 784
24 36 41 55 90 94 #SUP: 1624
24 36 41 90 94 97 #SUP: 2320
24 36 41 90 94 122 #SUP: 1744
24 36 42 55 90 97 #SUP: 448
24 36 42 90 94 97 #SUP: 2168
24 36 46 90 94 97 #SUP: 700
24 36 47 55 90 94 #SUP: 600
24 36 50 55 90 94 #SUP: 612
24 36 50 90 94 97 #SUP: 772
24 36 53 55 90 94 #SUP: 240
24 36 53 55 90 114 #SUP: 232
24 36 55 57 90 94 #SUP: 1576
24 36 55 66 90 94 #SUP: 1496
24 36 55 79 90 94 #SUP: 728
24 36 55 81 90 94 #SUP: 536
24 36 55 90 94 97 #SUP: 1736
24 36 55 90 94 104 #SUP: 592
24 36 55 90 94 114 #SUP: 432
24 36 55 90 94 128 #SUP: 736
24 36 63 67 90 94 #SUP: 1056
24 36 63 79 90 94 #SUP: 1232
24 36 63 88 90 94 #SUP: 1200
24 36 63 90 94 114 #SUP: 2048
24 36 66 70 90 94 #SUP: 1800
24 36 66 90 94 114 #SUP: 1064
24 36 67 71 90 94 #SUP: 1066
24 36 67 79 90 94 #SUP: 1460
24 36 67 88 90 94 #SUP: 1424
24 36 67 90 94 97 #SUP: 1748
24 36 67 90 94 114 #SUP: 1044
24 36 71 79 90 94 #SUP: 1412
24 36 71 88 90 94 #SUP: 1376
24 36 71 90 94 97 #SUP: 1700
24 36 71 90 94 114 #SUP: 1044
24 36 79 88 90 94 #SUP: 2080
24 36 79 90 94 97 #SUP: 2328
24 36 79 90 94 114 #SUP: 1256
24 36 88 90 94 97 #SUP: 2224
24 36 90 94 97 100 #SUP: 2856
24 36 90 94 97 120 #SUP: 2648
24 36 90 94 97 128 #SUP: 1280
24 38 41 54 55 90 #SUP: 88
24 38 41 55 90 94 #SUP: 1360
24 38 41 55 90 97 #SUP: 1488
24 38 41 55 90 117 #SUP: 144
24 38 55 67 90 97 #SUP: 432
24 38 55 90 94 128 #SUP: 664
24 38 55 90 97 120 #SUP: 896
24 38 63 67 90 97 #SUP: 1104
24 38 63 71 90 97 #SUP: 1056
24 38 63 90 97 120 #SUP: 1880
24 38 63 90 97 123 #SUP: 768
24 38 67 71 90 97 #SUP: 816
24 38 67 90 97 120 #SUP: 1080
24 38 71 90 97 120 #SUP: 1056
24 38 90 94 114 128 #SUP: 664
24 41 55 66 90 94 #SUP: 1488
24 41 55 90 94 114 #SUP: 352
24 44 67 71 90 97 #SUP: 200
24 44 67 90 97 108 #SUP: 116
24 44 71 90 97 108 #SUP: 116
24 53 55 90 94 114 #SUP: 240
24 55 66 90 94 114 #SUP: 224
24 55 67 71 90 97 #SUP: 498
24 55 67 71 90 104 #SUP: 552
24 55 67 90 97 120 #SUP: 300
24 55 71 90 97 120 #SUP: 276
24 67 71 90 97 108 #SUP: 320
24 67 71 90 97 120 #SUP: 690
24 67 71 90 97 123 #SUP: 354
24 67 90 97 120 123 #SUP: 420
24 71 90 97 120 123 #SUP: 420
31 36 38 41 90 94 #SUP: 2040
31 36 38 53 90 94 #SUP: 644
31 36 38 55 90 94 #SUP: 488
31 36 38 67 90 94 #SUP: 2168
31 36 38 79 90 94 #SUP: 952
31 36 38 90 94 97 #SUP: 1904
31 36 38 90 94 104 #SUP: 1944
31 36 38 90 94 120 #SUP: 1056
31 36 38 90 94 128 #SUP: 1816
31 36 39 55 90 114 #SUP: 376
31 36 39 79 90 94 #SUP: 1392
31 36 41 53 90 94 #SUP: 696
31 36 41 67 90 94 #SUP: 2680
31 36 41 71 90 94 #SUP: 2680
31 36 41 79 90 94 #SUP: 2088
31 36 41 88 90 94 #SUP: 2088
31 36 41 90 94 104 #SUP: 2136
31 36 42 55 90 97 #SUP: 264
31 36 53 55 90 94 #SUP: 388
31 36 53 55 90 114 #SUP: 356
31 36 53 57 90 94 #SUP: 584
31 36 53 67 90 94 #SUP: 688
31 36 53 71 90 94 #SUP: 676
31 36 53 79 90 94 #SUP: 468
31 36 53 88 90 94 #SUP: 364
31 36 53 90 94 97 #SUP: 556
31 36 53 90 94 104 #SUP: 608
31 36 53 90 94 120 #SUP: 366
31 36 55 57 90 94 #SUP: 200
31 36 55 63 90 94 #SUP: 560
31 36 55 67 90 94 #SUP: 628
31 36 55 71 90 94 #SUP: 580
31 36 55 79 90 94 #SUP: 744
31 36 55 88 90 94 #SUP: 640
31 36 55 90 94 104 #SUP: 512
31 36 55 90 94 114 #SUP: 640
31 36 55 90 100 114 #SUP: 304
31 36 55 90 114 117 #SUP: 208
31 36 57 67 90 94 #SUP: 1876
31 36 57 71 90 94 #SUP: 1876
31 36 57 79 90 94 #SUP: 760
31 36 57 90 94 97 #SUP: 1808
31 36 57 90 94 104 #SUP: 1856
31 36 57 90 94 120 #SUP: 1024
31 36 67 71 90 94 #SUP: 2474
31 36 67 79 90 94 #SUP: 1620
31 36 67 88 90 94 #SUP: 1584
31 36 67 90 94 97 #SUP: 2428
31 36 67 90 94 104 #SUP: 2080
31 36 67 90 94 120 #SUP: 1060
31 36 71 79 90 94 #SUP: 1572
31 36 71 88 90 94 #SUP: 1536
31 36 71 90 94 97 #SUP: 2380
31 36 71 90 94 104 #SUP: 2080
31 36 71 90 94 120 #SUP: 1036
31 36 79 88 90 94 #SUP: 1808
31 36 79 90 94 97 #SUP: 1856
31 36 79 90 94 100 #SUP: 1224
31 36 79 90 94 104 #SUP: 1072
31 36 79 90 94 120 #SUP: 552
31 36 88 90 94 97 #SUP: 1752
31 36 88 90 94 104 #SUP: 1072
31 36 90 94 97 120 #SUP: 1040
31 38 41 55 90 104 #SUP: 312
31 38 41 67 71 90 #SUP: 2216
31 38 55 67 71 90 #SUP: 584
31 38 55 67 90 120 #SUP: 256
31 38 67 71 90 104 #SUP: 2120
31 41 55 67 71 90 #SUP: 560
31 41 55 67 90 104 #SUP: 440
31 41 55 71 90 104 #SUP: 440
31 41 67 71 90 104 #SUP: 2096
31 55 67 71 90 97 #SUP: 314
31 55 67 71 90 104 #SUP: 472
31 55 67 71 90 117 #SUP: 296
31 55 67 71 90 120 #SUP: 250
31 55 67 90 97 123 #SUP: 236
31 55 71 90 97 123 #SUP: 236
31 55 90 97 117 123 #SUP: 112
31 67 71 90 97 104 #SUP: 2024
36 38 41 53 90 94 #SUP: 900
36 38 41 55 90 94 #SUP: 2336
36 38 41 57 90 94 #SUP: 3432
36 38 41 90 94 97 #SUP: 4016
36 38 41 90 94 104 #SUP: 2840
36 38 41 90 94 121 #SUP: 1640
36 38 41 90 94 122 #SUP: 964
36 38 41 90 94 128 #SUP: 2192
36 38 42 90 94 97 #SUP: 2256
36 38 47 55 90 94 #SUP: 632
36 38 50 90 94 97 #SUP: 1148
36 38 53 55 90 94 #SUP: 480
36 38 53 67 90 94 #SUP: 900
36 38 53 79 90 94 #SUP: 644
36 38 53 88 90 94 #SUP: 612
36 38 53 90 94 97 #SUP: 828
36 38 53 90 94 104 #SUP: 856
36 38 53 90 94 120 #SUP: 374
36 38 53 90 94 128 #SUP: 496
36 38 55 57 90 94 #SUP: 1512
36 38 55 67 90 94 #SUP: 1496
36 38 55 69 90 94 #SUP: 264
36 38 55 79 90 94 #SUP: 1432
36 38 55 90 94 97 #SUP: 2528
36 38 55 90 94 104 #SUP: 1272
36 38 55 90 94 114 #SUP: 296
36 38 55 90 94 120 #SUP: 1016
36 38 55 90 94 121 #SUP: 848
36 38 55 90 94 122 #SUP: 948
36 38 56 90 94 97 #SUP: 3744
36 38 57 90 94 97 #SUP: 3408
36 38 57 90 94 104 #SUP: 2232
36 38 57 90 94 120 #SUP: 1792
36 38 57 90 94 128 #SUP: 2264
36 38 63 67 90 94 #SUP: 1104
36 38 63 79 90 94 #SUP: 1040
36 38 63 88 90 94 #SUP: 1008
36 38 67 71 90 94 #SUP: 3488
36 38 67 79 90 94 #SUP: 2552
36 38 67 88 90 94 #SUP: 2552
36 38 67 90 94 97 #SUP: 3936
36 38 67 90 94 104 #SUP: 3128
36 38 67 90 94 114 #SUP: 1088
36 38 67 90 94 120 #SUP: 2136
36 38 67 90 94 125 #SUP: 416
36 38 71 79 90 94 #SUP: 2312
36 38 71 88 90 94 #SUP: 2312
36 38 71 90 94 97 #SUP: 3696
36 38 71 90 94 104 #SUP: 2936
36 38 71 90 94 114 #SUP: 1088
36 38 71 90 94 120 #SUP: 2112
36 38 77 90 94 97 #SUP: 1872
36 38 79 88 90 94 #SUP: 2264
36 38 79 90 94 97 #SUP: 2960
36 38 79 90 94 104 #SUP: 2120
36 38 79 90 94 114 #SUP: 1024
36 38 79 90 94 120 #SUP: 1664
36 38 79 90 94 125 #SUP: 416
36 38 86 90 94 97 #SUP: 1872
36 38 88 90 94 97 #SUP: 2928
36 38 88 90 94 104 #SUP: 2120
36 38 88 90 94 114 #SUP: 992
36 38 88 90 94 120 #SUP: 1632
36 38 88 90 94 125 #SUP: 416
36 38 90 94 97 104 #SUP: 3168
36 38 90 94 97 110 #SUP: 1632
36 38 90 94 97 120 #SUP: 3664
36 38 90 94 97 121 #SUP: 1680
36 38 90 94 97 122 #SUP: 1056
36 38 90 94 97 125 #SUP: 1104
36 38 90 94 97 128 #SUP: 2912
36 38 90 94 104 120 #SUP: 1320
36 38 90 94 114 120 #SUP: 1776
36 38 90 94 114 125 #SUP: 616
36 38 90 94 120 125 #SUP: 808
36 38 90 94 121 128 #SUP: 1112
36 39 42 53 90 97 #SUP: 116
36 39 42 55 90 97 #SUP: 184
36 39 53 79 90 94 #SUP: 208
36 39 55 79 90 94 #SUP: 464
36 39 67 79 90 94 #SUP: 892
36 39 71 79 90 94 #SUP: 892
36 39 79 88 90 94 #SUP: 1512
36 39 79 90 94 97 #SUP: 1296
36 41 46 90 94 97 #SUP: 784
36 41 47 55 90 94 #SUP: 680
36 41 50 55 90 94 #SUP: 592
36 41 50 67 90 94 #SUP: 720
36 41 50 71 90 94 #SUP: 656
36 41 50 79 90 94 #SUP: 656
36 41 50 88 90 94 #SUP: 656
36 41 50 90 94 97 #SUP: 1280
36 41 50 90 94 104 #SUP: 688
36 41 50 90 94 122 #SUP: 576
36 41 53 55 90 94 #SUP: 468
36 41 53 67 90 94 #SUP: 872
36 41 53 71 90 94 #SUP: 808
36 41 53 79 90 94 #SUP: 632
36 41 53 88 90 94 #SUP: 632
36 41 53 90 94 104 #SUP: 888
36 41 55 67 90 94 #SUP: 1144
36 41 55 71 90 94 #SUP: 952
36 41 55 79 90 94 #SUP: 1192
36 41 55 88 90 94 #SUP: 1192
36 41 55 90 94 104 #SUP: 1112
36 41 55 90 94 114 #SUP: 552
36 41 55 90 94 122 #SUP: 1108
36 41 56 90 94 97 #SUP: 3040
36 41 67 71 90 94 #SUP: 2936
36 41 67 79 90 94 #SUP: 2280
36 41 67 88 90 94 #SUP: 2280
36 41 67 90 94 97 #SUP: 3088
36 41 67 90 94 104 #SUP: 2824
36 41 71 79 90 94 #SUP: 2088
36 41 71 88 90 94 #SUP: 2088
36 41 71 90 94 97 #SUP: 2896
36 41 71 90 94 104 #SUP: 2632
36 41 79 88 90 94 #SUP: 2648
36 41 79 90 94 97 #SUP: 2592
36 41 79 90 94 104 #SUP: 1960
36 41 88 90 94 97 #SUP: 2592
36 41 88 90 94 104 #SUP: 1960
36 41 90 94 97 122 #SUP: 1952
36 42 53 55 90 97 #SUP: 192
36 42 67 90 94 97 #SUP: 1596
36 42 71 90 94 97 #SUP: 1548
36 42 79 90 94 97 #SUP: 1664
36 42 88 90 94 97 #SUP: 1560
36 42 90 94 97 114 #SUP: 1840
36 42 90 94 97 120 #SUP: 2224
36 42 90 94 97 128 #SUP: 944
36 42 90 97 114 123 #SUP: 664
36 44 67 90 94 97 #SUP: 920
36 44 71 90 94 97 #SUP: 856
36 44 79 90 94 97 #SUP: 760
36 44 88 90 94 97 #SUP: 760
36 44 90 94 97 107 #SUP: 508
36 44 90 94 97 108 #SUP: 524
36 47 55 90 94 97 #SUP: 632
36 47 55 90 94 120 #SUP: 276
36 50 55 90 94 97 #SUP: 644
36 50 55 90 94 122 #SUP: 304
36 50 56 90 94 97 #SUP: 816
36 50 57 90 94 97 #SUP: 1040
36 50 67 71 90 94 #SUP: 712
36 50 67 79 90 94 #SUP: 612
36 50 67 88 90 94 #SUP: 612
36 50 67 90 94 97 #SUP: 852
36 50 67 90 94 104 #SUP: 760
36 50 71 79 90 94 #SUP: 536
36 50 71 88 90 94 #SUP: 536
36 50 71 90 94 97 #SUP: 776
36 50 71 90 94 104 #SUP: 696
36 50 79 88 90 94 #SUP: 740
36 50 79 90 94 97 #SUP: 740
36 50 79 90 94 104 #SUP: 568
36 50 88 90 94 97 #SUP: 740
36 50 88 90 94 104 #SUP: 568
36 50 90 94 97 104 #SUP: 760
36 50 90 94 97 107 #SUP: 444
36 50 90 94 97 108 #SUP: 460
36 50 90 94 97 120 #SUP: 586
36 50 90 94 97 122 #SUP: 512
36 50 90 94 97 128 #SUP: 668
36 53 55 58 90 97 #SUP: 132
36 53 55 67 90 94 #SUP: 512
36 53 55 69 90 97 #SUP: 100
36 53 55 71 90 94 #SUP: 436
36 53 55 79 90 94 #SUP: 580
36 53 55 88 90 94 #SUP: 476
36 53 55 90 94 104 #SUP: 432
36 53 55 90 94 114 #SUP: 364
36 53 55 90 114 117 #SUP: 120
36 53 57 67 90 94 #SUP: 612
36 53 57 71 90 94 #SUP: 612
36 53 57 79 90 94 #SUP: 408
36 53 57 90 94 97 #SUP: 640
36 53 57 90 94 104 #SUP: 640
36 53 57 90 94 120 #SUP: 408
36 53 67 71 90 94 #SUP: 882
36 53 67 79 90 94 #SUP: 688
36 53 67 88 90 94 #SUP: 652
36 53 67 90 94 97 #SUP: 824
36 53 67 90 94 104 #SUP: 880
36 53 67 90 94 120 #SUP: 386
36 53 71 79 90 94 #SUP: 612
36 53 71 88 90 94 #SUP: 576
36 53 71 90 94 97 #SUP: 748
36 53 71 90 94 104 #SUP: 816
36 53 71 90 94 120 #SUP: 380
36 53 79 88 90 94 #SUP: 628
36 53 79 90 94 97 #SUP: 652
36 53 79 90 94 104 #SUP: 688
36 53 79 90 94 120 #SUP: 334
36 53 88 90 94 97 #SUP: 548
36 53 88 90 94 104 #SUP: 688
36 53 88 90 94 120 #SUP: 230
36 53 90 94 97 120 #SUP: 438
36 53 90 94 97 128 #SUP: 508
36 55 57 79 90 94 #SUP: 376
36 55 57 90 94 97 #SUP: 1568
36 55 57 90 94 104 #SUP: 320
36 55 57 90 94 120 #SUP: 904
36 55 67 71 90 94 #SUP: 1450
36 55 67 79 90 94 #SUP: 1684
36 55 67 88 90 94 #SUP: 1648
36 55 71 79 90 94 #SUP: 1444
36 55 71 88 90 94 #SUP: 1408
36 55 79 88 90 94 #SUP: 1744
36 55 79 90 94 97 #SUP: 1408
36 55 79 90 94 120 #SUP: 488
36 55 90 94 97 120 #SUP: 1048
36 55 90 94 114 117 #SUP: 224
36 56 67 90 94 97 #SUP: 3344
36 56 71 90 94 97 #SUP: 3344
36 56 79 90 94 97 #SUP: 2848
36 56 88 90 94 97 #SUP: 2848
36 56 90 94 97 120 #SUP: 2832
36 56 90 94 97 128 #SUP: 2400
36 57 67 71 90 94 #SUP: 2218
36 57 67 79 90 94 #SUP: 1156
36 57 67 90 94 97 #SUP: 2204
36 57 67 90 94 104 #SUP: 2272
36 57 67 90 94 120 #SUP: 1252
36 57 71 79 90 94 #SUP: 1156
36 57 71 90 94 97 #SUP: 2204
36 57 71 90 94 104 #SUP: 2272
36 57 71 90 94 120 #SUP: 1252
36 57 79 90 94 97 #SUP: 1232
36 57 79 90 94 104 #SUP: 1264
36 57 79 90 94 120 #SUP: 784
36 57 88 90 94 104 #SUP: 1264
36 57 90 94 97 104 #SUP: 2312
36 57 90 94 97 120 #SUP: 1920
36 57 90 94 97 128 #SUP: 2448
36 57 90 94 104 120 #SUP: 1288
36 57 90 94 104 128 #SUP: 2024
36 63 67 79 90 94 #SUP: 720
36 63 67 88 90 94 #SUP: 720
36 63 67 90 94 114 #SUP: 1200
36 63 71 90 94 114 #SUP: 1200
36 63 79 88 90 94 #SUP: 816
36 63 79 90 94 114 #SUP: 1280
36 63 88 90 94 114 #SUP: 1248
36 64 79 90 94 97 #SUP: 692
36 67 71 79 90 94 #SUP: 2570
36 67 71 88 90 94 #SUP: 2552
36 67 71 90 94 97 #SUP: 3666
36 67 71 90 94 100 #SUP: 898
36 67 71 90 94 104 #SUP: 3136
36 67 71 90 94 114 #SUP: 754
36 67 71 90 94 120 #SUP: 1806
36 67 79 88 90 94 #SUP: 2760
36 67 79 90 94 97 #SUP: 3100
36 67 79 90 94 100 #SUP: 1076
36 67 79 90 94 104 #SUP: 2320
36 67 79 90 94 114 #SUP: 748
36 67 79 90 94 120 #SUP: 1308
36 67 88 90 94 97 #SUP: 3064
36 67 88 90 94 100 #SUP: 1040
36 67 88 90 94 104 #SUP: 2320
36 67 88 90 94 114 #SUP: 712
36 67 88 90 94 120 #SUP: 1272
36 67 90 94 97 104 #SUP: 3224
36 67 90 94 97 107 #SUP: 1744
36 67 90 94 97 108 #SUP: 1792
36 67 90 94 97 120 #SUP: 2228
36 67 90 94 97 128 #SUP: 2352
36 67 90 94 100 114 #SUP: 1092
36 67 90 94 104 120 #SUP: 1392
36 67 90 94 114 120 #SUP: 916
36 68 79 90 94 97 #SUP: 740
36 71 79 88 90 94 #SUP: 2520
36 71 79 90 94 97 #SUP: 2860
36 71 79 90 94 100 #SUP: 1076
36 71 79 90 94 104 #SUP: 2128
36 71 79 90 94 114 #SUP: 748
36 71 79 90 94 120 #SUP: 1284
36 71 88 90 94 97 #SUP: 2824
36 71 88 90 94 100 #SUP: 1040
36 71 88 90 94 104 #SUP: 2128
36 71 88 90 94 114 #SUP: 712
36 71 88 90 94 120 #SUP: 1248
36 71 90 94 97 104 #SUP: 3032
