90 #SUP: 8416
1 90 #SUP: 4488
2 90 #SUP: 3928
5 90 #SUP: 3796
6 90 #SUP: 3292
7 90 #SUP: 840
11 90 #SUP: 3268
12 90 #SUP: 2684
13 90 #SUP: 2320
24 90 #SUP: 5040
31 90 #SUP: 3808
36 90 #SUP: 8200
38 90 #SUP: 6824
41 90 #SUP: 5880
53 90 #SUP: 1232
55 90 #SUP: 3552
63 90 #SUP: 2480
67 90 #SUP: 5316
71 90 #SUP: 5076
90 94 #SUP: 8216
90 97 #SUP: 7768
90 104 #SUP: 3968
90 114 #SUP: 2424
90 120 #SUP: 4064
6 36 42 67 90 94 97 #SUP: 534
6 36 42 71 90 94 97 #SUP: 510
6 36 42 79 90 94 97 #SUP: 554
6 36 42 88 90 94 97 #SUP: 522
6 36 42 90 94 97 114 #SUP: 610
6 36 42 90 94 97 120 #SUP: 748
6 36 50 57 90 94 97 #SUP: 496
6 36 55 57 90 94 97 #SUP: 674
6 36 55 90 94 97 120 #SUP: 448
6 36 56 67 90 94 97 #SUP: 1528
6 36 56 71 90 94 97 #SUP: 1528
6 36 56 79 90 94 97 #SUP: 1280
6 36 56 88 90 94 97 #SUP: 1280
6 36 56 90 94 97 120 #SUP: 1128
6 36 56 90 94 97 128 #SUP: 1104
6 36 57 67 71 90 94 #SUP: 1008
6 36 57 67 79 90 94 #SUP: 474
6 36 57 67 90 94 97 #SUP: 998
6 36 57 67 90 94 120 #SUP: 572
6 36 57 71 79 90 94 #SUP: 474
6 36 57 71 90 94 97 #SUP: 998
6 36 57 71 90 94 120 #SUP: 572
6 36 57 79 90 94 97 #SUP: 506
6 36 57 90 94 97 120 #SUP: 900
6 36 57 90 94 97 128 #SUP: 1128
6 36 67 71 79 90 94 #SUP: 824
6 36 67 71 88 90 94 #SUP: 818
6 36 67 71 90 94 97 #SUP: 1388
6 36 67 71 90 94 104 #SUP: 1162
6 36 67 71 90 94 120 #SUP: 772
6 36 67 79 88 90 94 #SUP: 894
6 36 67 79 90 94 97 #SUP: 1102
6 36 67 79 90 94 100 #SUP: 444
6 36 67 79 90 94 104 #SUP: 718
6 36 67 79 90 94 120 #SUP: 520
6 36 67 88 90 94 97 #SUP: 1090
6 36 67 88 90 94 100 #SUP: 432
6 36 67 88 90 94 104 #SUP: 718
6 36 67 88 90 94 120 #SUP: 508
6 36 67 90 94 97 104 #SUP: 1242
6 36 67 90 94 97 107 #SUP: 688
6 36 67 90 94 97 108 #SUP: 712
6 36 67 90 94 97 120 #SUP: 908
6 36 67 90 94 97 128 #SUP: 1032
6 36 67 90 94 104 120 #SUP: 640
6 36 71 79 88 90 94 #SUP: 774
6 36 71 79 90 94 97 #SUP: 982
6 36 71 79 90 94 100 #SUP: 444
6 36 71 79 90 94 104 #SUP: 622
6 36 71 79 90 94 120 #SUP: 508
6 36 71 88 90 94 97 #SUP: 970
6 36 71 88 90 94 100 #SUP: 432
6 36 71 88 90 94 104 #SUP: 622
6 36 71 88 90 94 120 #SUP: 496
6 36 71 90 94 97 104 #SUP: 1146
6 36 71 90 94 97 107 #SUP: 640
6 36 71 90 94 97 108 #SUP: 664
6 36 71 90 94 97 120 #SUP: 896
6 36 71 90 94 104 120 #SUP: 640
6 36 79 88 90 94 97 #SUP: 1226
6 36 79 88 90 94 100 #SUP: 672
6 36 79 88 90 94 104 #SUP: 598
6 36 79 88 90 94 120 #SUP: 448
6 36 79 88 90 94 122 #SUP: 714
6 36 79 90 94 97 104 #SUP: 738
6 36 79 90 94 97 107 #SUP: 528
6 36 79 90 94 97 108 #SUP: 552
6 36 79 90 94 97 120 #SUP: 676
6 36 79 90 94 97 128 #SUP: 464
6 36 88 90 94 97 104 #SUP: 738
6 36 88 90 94 97 107 #SUP: 528
6 36 88 90 94 97 108 #SUP: 552
6 36 88 90 94 97 120 #SUP: 644
6 36 88 90 94 97 128 #SUP: 456
6 36 90 94 97 104 120 #SUP: 632
6 36 90 94 97 120 128 #SUP: 800
6 38 41 67 71 90 104 #SUP: 1000
6 38 41 67 90 97 104 #SUP: 1080
6 38 41 67 90 104 120 #SUP: 536
6 38 41 71 90 97 104 #SUP: 984
6 38 41 71 90 104 120 #SUP: 536
6 38 41 90 97 104 120 #SUP: 528
6 38 67 71 90 97 104 #SUP: 1108
6 38 67 71 90 97 120 #SUP: 698
6 38 67 71 90 104 120 #SUP: 598
6 38 67 90 97 104 108 #SUP: 572
6 38 67 90 97 104 120 #SUP: 572
6 38 71 90 97 104 120 #SUP: 572
6 67 71 90 97 104 108 #SUP: 548
6 67 71 90 97 104 120 #SUP: 602
7 24 36 38 90 94 114 #SUP: 596
7 24 36 63 90 94 114 #SUP: 680
7 24 38 63 90 97 120 #SUP: 608
7 36 42 90 94 97 114 #SUP: 610
7 36 63 79 90 94 114 #SUP: 424
9 13 31 36 90 94 97 #SUP: 496
9 16 24 36 41 90 94 #SUP: 652
9 16 24 36 55 90 94 #SUP: 476
9 16 24 36 90 94 97 #SUP: 660
9 16 36 38 90 94 97 #SUP: 676
9 16 36 41 90 94 97 #SUP: 868
9 16 36 57 90 94 97 #SUP: 644
9 16 36 67 71 90 94 #SUP: 450
9 16 36 67 90 94 97 #SUP: 496
9 16 36 71 90 94 97 #SUP: 496
9 16 36 79 88 90 94 #SUP: 440
9 16 36 79 90 94 97 #SUP: 432
9 16 36 88 90 94 97 #SUP: 432
9 24 31 36 79 90 94 #SUP: 804
9 24 36 39 79 90 94 #SUP: 740
9 24 36 41 55 90 94 #SUP: 792
9 24 36 41 90 94 97 #SUP: 1160
9 24 36 41 90 94 122 #SUP: 872
9 24 36 55 66 90 94 #SUP: 736
9 24 36 55 90 94 97 #SUP: 892
9 24 36 67 79 90 94 #SUP: 538
9 24 36 71 79 90 94 #SUP: 538
9 24 36 79 88 90 94 #SUP: 848
9 24 36 79 90 94 97 #SUP: 756
9 31 36 38 90 94 97 #SUP: 976
9 31 36 79 90 94 97 #SUP: 948
9 31 36 90 94 97 120 #SUP: 532
9 36 38 50 90 94 97 #SUP: 468
9 36 38 57 90 94 97 #SUP: 1560
9 36 38 79 90 94 97 #SUP: 448
9 36 38 90 94 97 120 #SUP: 844
9 36 38 90 94 97 121 #SUP: 804
9 36 38 90 94 97 128 #SUP: 1144
9 36 39 67 79 90 94 #SUP: 442
9 36 39 71 79 90 94 #SUP: 442
9 36 39 79 88 90 94 #SUP: 752
9 36 39 79 90 94 97 #SUP: 644
9 36 41 50 90 94 97 #SUP: 560
9 36 50 57 90 94 97 #SUP: 472
9 36 57 67 90 94 97 #SUP: 1026
9 36 57 71 90 94 97 #SUP: 1026
9 36 57 79 90 94 97 #SUP: 468
9 36 57 90 94 97 120 #SUP: 888
9 36 57 90 94 97 128 #SUP: 1224
9 36 67 71 79 90 94 #SUP: 701
9 36 67 71 88 90 94 #SUP: 692
9 36 67 71 90 94 97 #SUP: 1241
9 36 67 71 90 94 104 #SUP: 1140
9 36 67 79 88 90 94 #SUP: 664
9 36 67 79 90 94 97 #SUP: 802
9 36 67 79 90 94 104 #SUP: 600
9 36 67 88 90 94 97 #SUP: 784
9 36 67 88 90 94 104 #SUP: 600
9 36 67 90 94 97 107 #SUP: 656
9 36 67 90 94 97 108 #SUP: 680
9 36 67 90 94 97 120 #SUP: 594
9 36 71 79 88 90 94 #SUP: 664
9 36 71 79 90 94 97 #SUP: 802
9 36 71 79 90 94 104 #SUP: 600
9 36 71 88 90 94 97 #SUP: 784
9 36 71 88 90 94 104 #SUP: 600
9 36 71 90 94 97 107 #SUP: 656
9 36 71 90 94 97 108 #SUP: 680
9 36 71 90 94 97 120 #SUP: 594
9 36 79 88 90 94 97 #SUP: 848
9 36 79 88 90 94 104 #SUP: 480
9 36 79 90 94 97 107 #SUP: 496
9 36 79 90 94 97 108 #SUP: 520
9 36 79 90 94 97 128 #SUP: 448
9 36 88 90 94 97 107 #SUP: 496
9 36 88 90 94 97 108 #SUP: 520
9 36 90 94 97 120 128 #SUP: 652
11 13 24 36 90 94 114 #SUP: 484
11 13 24 38 90 94 114 #SUP: 472
11 13 36 38 41 90 94 #SUP: 432
11 13 36 38 67 90 94 #SUP: 692
11 13 36 38 71 90 94 #SUP: 596
11 13 36 38 79 90 94 #SUP: 496
11 13 36 38 88 90 94 #SUP: 488
11 13 36 38 90 94 97 #SUP: 888
11 13 36 38 90 94 104 #SUP: 460
11 13 36 38 90 94 114 #SUP: 488
11 13 36 38 90 94 120 #SUP: 618
11 13 36 38 90 94 128 #SUP: 456
11 13 36 42 90 94 97 #SUP: 528
11 13 36 67 71 90 94 #SUP: 494
11 13 36 67 90 94 97 #SUP: 676
11 13 36 71 90 94 97 #SUP: 580
11 13 36 79 90 94 97 #SUP: 504
11 13 36 90 94 97 120 #SUP: 640
11 13 36 90 94 100 114 #SUP: 488
11 13 36 90 94 114 120 #SUP: 466
11 20 36 38 67 90 94 #SUP: 528
11 20 36 38 71 90 94 #SUP: 528
11 20 36 38 90 94 114 #SUP: 462
11 20 36 38 90 94 128 #SUP: 438
11 23 36 38 67 90 94 #SUP: 1588
11 23 36 53 67 90 94 #SUP: 456
11 23 36 55 67 90 94 #SUP: 728
11 23 36 67 71 90 94 #SUP: 1400
11 23 36 67 79 90 94 #SUP: 968
11 23 36 67 88 90 94 #SUP: 968
11 23 36 67 90 94 104 #SUP: 1496
11 24 36 38 55 90 94 #SUP: 744
11 24 36 38 90 94 97 #SUP: 1576
11 24 36 38 90 94 114 #SUP: 912
11 24 36 38 90 94 125 #SUP: 508
11 24 36 38 90 94 128 #SUP: 596
11 24 36 42 90 94 97 #SUP: 964
11 24 36 55 57 90 94 #SUP: 692
11 24 36 55 90 94 97 #SUP: 748
11 24 36 90 94 97 120 #SUP: 1264
11 24 38 41 55 90 94 #SUP: 704
11 31 36 38 41 90 94 #SUP: 1020
11 31 36 38 67 90 94 #SUP: 1060
11 31 36 38 79 90 94 #SUP: 452
11 31 36 38 90 94 120 #SUP: 516
11 31 36 38 90 94 128 #SUP: 932
11 31 36 57 67 90 94 #SUP: 938
11 31 36 57 71 90 94 #SUP: 938
11 31 36 57 90 94 97 #SUP: 904
11 31 36 57 90 94 104 #SUP: 928
11 31 36 57 90 94 120 #SUP: 512
11 31 36 67 71 90 94 #SUP: 1025
11 31 36 67 79 90 94 #SUP: 458
11 31 36 67 88 90 94 #SUP: 440
11 31 36 67 90 94 97 #SUP: 934
11 31 36 67 90 94 120 #SUP: 518
11 31 36 90 94 97 120 #SUP: 508
11 36 38 41 53 90 94 #SUP: 440
11 36 38 41 55 90 94 #SUP: 1276
11 36 38 41 57 90 94 #SUP: 1572
11 36 38 41 90 94 97 #SUP: 1960
11 36 38 41 90 94 104 #SUP: 1372
11 36 38 41 90 94 121 #SUP: 868
11 36 38 41 90 94 128 #SUP: 1108
11 36 38 42 90 94 97 #SUP: 1056
11 36 38 50 90 94 97 #SUP: 540
11 36 38 53 67 90 94 #SUP: 464
11 36 38 55 67 90 94 #SUP: 772
11 36 38 55 79 90 94 #SUP: 740
11 36 38 55 90 94 97 #SUP: 1288
11 36 38 55 90 94 104 #SUP: 636
11 36 38 55 90 94 120 #SUP: 472
11 36 38 55 90 94 121 #SUP: 460
11 36 38 55 90 94 122 #SUP: 522
11 36 38 56 90 94 97 #SUP: 1728
11 36 38 63 67 90 94 #SUP: 576
11 36 38 63 79 90 94 #SUP: 544
11 36 38 63 88 90 94 #SUP: 528
11 36 38 67 71 90 94 #SUP: 1612
11 36 38 67 79 90 94 #SUP: 1228
11 36 38 67 88 90 94 #SUP: 1228
11 36 38 67 90 94 97 #SUP: 1920
11 36 38 67 90 94 114 #SUP: 544
11 36 38 67 90 94 120 #SUP: 996
11 36 38 71 79 90 94 #SUP: 988
11 36 38 71 88 90 94 #SUP: 988
11 36 38 71 90 94 97 #SUP: 1680
11 36 38 71 90 94 114 #SUP: 544
11 36 38 71 90 94 120 #SUP: 972
11 36 38 77 90 94 97 #SUP: 936
11 36 38 79 88 90 94 #SUP: 1012
11 36 38 79 90 94 97 #SUP: 1360
11 36 38 79 90 94 114 #SUP: 512
11 36 38 79 90 94 120 #SUP: 724
11 36 38 86 90 94 97 #SUP: 936
11 36 38 88 90 94 97 #SUP: 1344
11 36 38 88 90 94 114 #SUP: 496
11 36 38 88 90 94 120 #SUP: 708
11 36 38 90 94 97 120 #SUP: 1724
11 36 38 90 94 97 121 #SUP: 876
11 36 38 90 94 97 125 #SUP: 600
11 36 38 90 94 97 128 #SUP: 1432
11 36 38 90 94 114 120 #SUP: 888
11 36 38 90 94 121 128 #SUP: 568
11 36 42 67 90 94 97 #SUP: 630
11 36 42 71 90 94 97 #SUP: 582
11 36 42 79 90 94 97 #SUP: 664
11 36 42 88 90 94 97 #SUP: 612
11 36 42 90 94 97 114 #SUP: 920
11 36 42 90 94 97 120 #SUP: 1004
11 36 55 57 90 94 97 #SUP: 688
11 36 55 67 71 90 94 #SUP: 545
11 36 55 67 79 90 94 #SUP: 746
11 36 55 67 88 90 94 #SUP: 728
11 36 55 71 79 90 94 #SUP: 506
11 36 55 79 90 94 97 #SUP: 680
11 36 55 90 94 97 120 #SUP: 464
11 36 57 90 94 97 120 #SUP: 792
11 36 67 71 79 90 94 #SUP: 893
11 36 67 71 88 90 94 #SUP: 884
11 36 67 71 90 94 97 #SUP: 1477
11 36 67 71 90 94 120 #SUP: 765
11 36 67 79 88 90 94 #SUP: 908
11 36 67 79 90 94 97 #SUP: 1150
11 36 67 79 90 94 120 #SUP: 510
11 36 67 88 90 94 97 #SUP: 1132
11 36 67 90 94 97 120 #SUP: 970
11 36 67 90 94 100 114 #SUP: 546
11 36 67 90 94 114 120 #SUP: 458
11 36 71 79 88 90 94 #SUP: 668
11 36 71 79 90 94 97 #SUP: 910
11 36 71 79 90 94 120 #SUP: 486
11 36 71 88 90 94 97 #SUP: 892
11 36 71 90 94 97 120 #SUP: 946
11 36 71 90 94 100 114 #SUP: 546
11 36 71 90 94 114 120 #SUP: 458
11 36 79 88 90 94 97 #SUP: 940
11 36 79 90 94 97 120 #SUP: 716
11 36 79 90 94 100 114 #SUP: 532
11 36 79 90 94 114 120 #SUP: 492
12 13 24 38 63 90 97 #SUP: 624
12 13 36 38 90 94 114 #SUP: 468
12 13 36 38 90 94 120 #SUP: 466
12 16 36 79 88 90 94 #SUP: 460
12 21 36 79 88 90 94 #SUP: 556
12 23 36 38 41 90 94 #SUP: 692
12 23 36 38 67 90 94 #SUP: 676
12 23 36 38 71 90 94 #SUP: 676
12 23 36 38 79 90 94 #SUP: 772
12 23 36 38 88 90 94 #SUP: 772
12 23 36 67 71 90 94 #SUP: 652
12 23 36 67 79 90 94 #SUP: 676
12 23 36 67 88 90 94 #SUP: 676
12 23 36 71 79 90 94 #SUP: 676
12 23 36 71 88 90 94 #SUP: 676
12 23 36 79 88 90 94 #SUP: 796
12 24 36 38 90 94 114 #SUP: 872
12 24 36 63 90 94 114 #SUP: 1008
12 24 36 67 71 90 94 #SUP: 476
12 24 36 67 79 90 94 #SUP: 640
12 24 36 67 88 90 94 #SUP: 640
12 24 36 67 90 94 97 #SUP: 784
12 24 36 71 79 90 94 #SUP: 640
12 24 36 71 88 90 94 #SUP: 640
12 24 36 71 90 94 97 #SUP: 784
12 24 36 79 88 90 94 #SUP: 968
12 24 36 79 90 94 97 #SUP: 1040
12 24 36 88 90 94 97 #SUP: 1040
12 24 38 63 67 90 97 #SUP: 624
12 24 38 63 71 90 97 #SUP: 624
12 24 38 63 90 97 120 #SUP: 960
12 24 38 63 90 97 123 #SUP: 480
12 24 38 67 71 90 97 #SUP: 456
12 24 38 67 90 97 120 #SUP: 552
12 24 38 71 90 97 120 #SUP: 552
12 31 36 41 67 90 94 #SUP: 476
12 31 36 41 71 90 94 #SUP: 476
12 31 36 41 79 90 94 #SUP: 756
12 31 36 41 88 90 94 #SUP: 756
12 36 38 41 90 94 104 #SUP: 604
12 36 38 55 90 94 104 #SUP: 492
12 36 38 67 71 90 94 #SUP: 868
12 36 38 67 79 90 94 #SUP: 892
12 36 38 67 88 90 94 #SUP: 892
12 36 38 67 90 94 97 #SUP: 1008
12 36 38 67 90 94 114 #SUP: 544
12 36 38 67 90 94 120 #SUP: 636
12 36 38 71 79 90 94 #SUP: 892
12 36 38 71 88 90 94 #SUP: 892
12 36 38 71 90 94 97 #SUP: 1008
12 36 38 71 90 94 114 #SUP: 544
12 36 38 71 90 94 120 #SUP: 636
12 36 38 79 88 90 94 #SUP: 1012
12 36 38 79 90 94 97 #SUP: 1152
12 36 38 79 90 94 114 #SUP: 496
12 36 38 79 90 94 120 #SUP: 708
12 36 38 88 90 94 97 #SUP: 1152
12 36 38 88 90 94 114 #SUP: 496
12 36 38 88 90 94 120 #SUP: 708
12 36 38 90 94 114 120 #SUP: 872
12 36 39 79 88 90 94 #SUP: 752
12 36 41 55 67 90 94 #SUP: 476
12 36 41 55 71 90 94 #SUP: 476
12 36 41 55 79 90 94 #SUP: 500
12 36 41 55 88 90 94 #SUP: 500
12 36 41 55 90 94 104 #SUP: 460
12 36 41 67 71 90 94 #SUP: 640
12 36 41 67 79 90 94 #SUP: 828
12 36 41 67 88 90 94 #SUP: 828
12 36 41 71 79 90 94 #SUP: 828
12 36 41 71 88 90 94 #SUP: 828
12 36 41 79 88 90 94 #SUP: 1276
12 36 42 67 90 94 97 #SUP: 704
12 36 42 71 90 94 97 #SUP: 704
12 36 42 79 90 94 97 #SUP: 704
12 36 42 88 90 94 97 #SUP: 704
12 36 42 90 94 97 120 #SUP: 1024
12 36 42 90 94 97 128 #SUP: 432
12 36 55 67 71 90 94 #SUP: 664
12 36 55 67 79 90 94 #SUP: 652
12 36 55 67 88 90 94 #SUP: 652
12 36 55 71 79 90 94 #SUP: 652
12 36 55 71 88 90 94 #SUP: 652
12 36 55 79 88 90 94 #SUP: 700
12 36 56 67 90 94 97 #SUP: 880
12 36 56 71 90 94 97 #SUP: 880
12 36 56 79 90 94 97 #SUP: 1280
12 36 56 88 90 94 97 #SUP: 1280
12 36 56 90 94 97 120 #SUP: 1056
12 36 63 67 90 94 114 #SUP: 600
12 36 63 71 90 94 114 #SUP: 600
12 36 63 79 90 94 114 #SUP: 624
12 36 63 88 90 94 114 #SUP: 624
12 36 67 71 79 90 94 #SUP: 972
12 36 67 71 88 90 94 #SUP: 972
12 36 67 71 90 94 97 #SUP: 944
12 36 67 71 90 94 100 #SUP: 440
12 36 67 71 90 94 120 #SUP: 456
12 36 67 79 88 90 94 #SUP: 1184
12 36 67 79 90 94 97 #SUP: 1144
12 36 67 79 90 94 100 #SUP: 520
12 36 67 79 90 94 120 #SUP: 492
12 36 67 88 90 94 97 #SUP: 1144
12 36 67 88 90 94 100 #SUP: 520
12 36 67 88 90 94 120 #SUP: 492
12 36 67 90 94 97 120 #SUP: 664
12 36 71 79 88 90 94 #SUP: 1184
12 36 71 79 90 94 97 #SUP: 1144
12 36 71 79 90 94 100 #SUP: 520
12 36 71 79 90 94 120 #SUP: 492
12 36 71 88 90 94 97 #SUP: 1144
12 36 71 88 90 94 100 #SUP: 520
12 36 71 88 90 94 120 #SUP: 492
12 36 71 90 94 97 120 #SUP: 664
12 36 79 88 90 94 97 #SUP: 1544
12 36 79 88 90 94 100 #SUP: 752
12 36 79 88 90 94 104 #SUP: 1012
12 36 79 88 90 94 119 #SUP: 712
12 36 79 88 90 94 120 #SUP: 564
12 36 79 88 90 94 122 #SUP: 1010
12 36 79 90 94 97 120 #SUP: 736
12 36 88 90 94 97 120 #SUP: 736
12 38 41 55 67 71 90 #SUP: 596
12 38 41 67 71 90 104 #SUP: 572
12 38 41 67 90 97 104 #SUP: 592
12 38 41 71 90 97 104 #SUP: 592
12 38 55 67 71 90 104 #SUP: 676
12 38 67 71 90 97 104 #SUP: 696
12 38 67 71 90 97 120 #SUP: 436
12 41 55 67 71 90 104 #SUP: 536
12 55 67 71 90 97 104 #SUP: 672
13 23 36 38 67 90 94 #SUP: 856
13 24 36 38 90 94 114 #SUP: 908
13 24 36 42 90 94 97 #SUP: 976
13 24 36 67 90 94 97 #SUP: 632
13 24 36 71 90 94 97 #SUP: 632
13 24 36 79 90 94 97 #SUP: 800
13 24 36 88 90 94 97 #SUP: 736
13 24 36 90 94 97 100 #SUP: 1184
13 24 38 63 67 90 97 #SUP: 624
13 24 38 63 71 90 97 #SUP: 624
13 24 38 63 90 97 120 #SUP: 976
13 24 38 63 90 97 123 #SUP: 480
13 24 38 67 71 90 97 #SUP: 456
13 24 38 67 90 97 120 #SUP: 552
13 24 38 71 90 97 120 #SUP: 552
13 31 36 38 90 94 97 #SUP: 640
13 31 36 38 90 94 128 #SUP: 600
13 31 36 79 90 94 97 #SUP: 560
13 36 38 41 90 94 128 #SUP: 596
13 36 38 42 90 94 97 #SUP: 1056
13 36 38 56 90 94 97 #SUP: 1440
13 36 38 67 71 90 94 #SUP: 1024
13 36 38 67 79 90 94 #SUP: 712
13 36 38 67 88 90 94 #SUP: 712
13 36 38 67 90 94 97 #SUP: 1280
13 36 38 67 90 94 104 #SUP: 856
13 36 38 67 90 94 114 #SUP: 488
13 36 38 67 90 94 120 #SUP: 812
13 36 38 71 79 90 94 #SUP: 616
13 36 38 71 88 90 94 #SUP: 616
13 36 38 71 90 94 97 #SUP: 1184
13 36 38 71 90 94 114 #SUP: 488
13 36 38 71 90 94 120 #SUP: 812
13 36 38 79 88 90 94 #SUP: 572
13 36 38 79 90 94 97 #SUP: 912
13 36 38 79 90 94 114 #SUP: 480
13 36 38 79 90 94 120 #SUP: 636
13 36 38 88 90 94 97 #SUP: 896
13 36 38 88 90 94 114 #SUP: 464
13 36 38 88 90 94 120 #SUP: 620
13 36 38 90 94 97 120 #SUP: 1256
13 36 38 90 94 97 128 #SUP: 880
13 36 38 90 94 114 120 #SUP: 884
13 36 42 67 90 94 97 #SUP: 632
13 36 42 71 90 94 97 #SUP: 632
13 36 42 79 90 94 97 #SUP: 672
13 36 42 90 94 97 120 #SUP: 1016
13 36 56 67 90 94 97 #SUP: 1136
13 36 56 71 90 94 97 #SUP: 1136
13 36 56 79 90 94 97 #SUP: 880
13 36 56 88 90 94 97 #SUP: 880
13 36 67 71 79 90 94 #SUP: 584
13 36 67 71 88 90 94 #SUP: 572
13 36 67 71 90 94 97 #SUP: 1044
13 36 67 71 90 94 120 #SUP: 608
13 36 67 79 88 90 94 #SUP: 592
13 36 67 79 90 94 97 #SUP: 832
13 36 67 79 90 94 120 #SUP: 428
13 36 67 88 90 94 97 #SUP: 808
13 36 67 90 94 97 107 #SUP: 488
13 36 67 90 94 97 108 #SUP: 488
13 36 67 90 94 97 120 #SUP: 832
13 36 67 90 94 100 114 #SUP: 504
13 36 67 90 94 114 120 #SUP: 460
13 36 71 79 88 90 94 #SUP: 496
13 36 71 79 90 94 97 #SUP: 736
13 36 71 79 90 94 120 #SUP: 428
13 36 71 88 90 94 97 #SUP: 712
13 36 71 90 94 97 107 #SUP: 440
13 36 71 90 94 97 108 #SUP: 440
13 36 71 90 94 97 120 #SUP: 832
13 36 71 90 94 100 114 #SUP: 504
13 36 71 90 94 114 120 #SUP: 460
13 36 79 88 90 94 97 #SUP: 808
13 36 79 88 90 94 100 #SUP: 484
13 36 79 90 94 97 120 #SUP: 680
13 36 79 90 94 100 114 #SUP: 520
13 36 79 90 94 114 120 #SUP: 500
13 38 55 67 90 97 104 #SUP: 464
13 38 67 71 90 97 104 #SUP: 944
13 38 67 71 90 97 120 #SUP: 688
13 38 67 71 90 104 120 #SUP: 476
13 38 67 90 97 104 108 #SUP: 472
16 24 36 41 55 90 94 #SUP: 792
16 24 36 41 90 94 97 #SUP: 1160
16 24 36 41 90 94 122 #SUP: 872
16 24 36 55 90 94 97 #SUP: 760
16 24 36 79 88 90 94 #SUP: 768
16 36 38 41 57 90 94 #SUP: 1328
16 36 38 55 57 90 94 #SUP: 688
16 36 38 57 90 94 97 #SUP: 1352
16 36 38 57 90 94 104 #SUP: 712
16 36 38 57 90 94 120 #SUP: 680
16 36 38 67 90 94 104 #SUP: 712
16 36 38 71 90 94 104 #SUP: 712
16 36 38 90 94 97 104 #SUP: 752
16 36 38 90 94 97 120 #SUP: 700
16 36 38 90 94 97 121 #SUP: 636
16 36 41 50 90 94 97 #SUP: 520
16 36 41 56 90 94 97 #SUP: 1184
16 36 41 67 71 90 94 #SUP: 772
16 36 41 67 79 90 94 #SUP: 576
16 36 41 67 88 90 94 #SUP: 576
16 36 41 67 90 94 104 #SUP: 704
16 36 41 71 79 90 94 #SUP: 576
16 36 41 71 88 90 94 #SUP: 576
16 36 41 71 90 94 104 #SUP: 704
16 36 41 79 88 90 94 #SUP: 824
16 36 41 79 90 94 104 #SUP: 440
16 36 41 88 90 94 104 #SUP: 440
16 36 41 90 94 97 122 #SUP: 776
16 36 57 67 90 94 104 #SUP: 696
16 36 57 71 90 94 104 #SUP: 696
16 36 57 90 94 97 104 #SUP: 736
16 36 57 90 94 97 120 #SUP: 692
16 36 57 90 94 97 128 #SUP: 856
16 36 67 71 79 90 94 #SUP: 500
16 36 67 71 88 90 94 #SUP: 500
16 36 67 71 90 94 97 #SUP: 840
16 36 67 71 90 94 104 #SUP: 756
16 36 67 79 88 90 94 #SUP: 560
16 36 67 79 90 94 97 #SUP: 608
16 36 67 79 90 94 104 #SUP: 432
16 36 67 88 90 94 97 #SUP: 608
16 36 67 88 90 94 104 #SUP: 432
16 36 67 90 94 97 104 #SUP: 736
16 36 67 90 94 97 107 #SUP: 472
16 36 67 90 94 97 108 #SUP: 472
16 36 71 79 88 90 94 #SUP: 560
16 36 71 79 90 94 97 #SUP: 608
16 36 71 79 90 94 104 #SUP: 432
16 36 71 88 90 94 97 #SUP: 608
16 36 71 88 90 94 104 #SUP: 432
16 36 71 90 94 97 104 #SUP: 736
16 36 71 90 94 97 107 #SUP: 472
16 36 71 90 94 97 108 #SUP: 472
16 36 79 88 90 94 97 #SUP: 784
16 36 79 88 90 94 104 #SUP: 424
20 36 38 41 90 94 128 #SUP: 582
20 36 38 56 90 94 97 #SUP: 1440
20 36 38 67 71 90 94 #SUP: 840
20 36 38 67 79 90 94 #SUP: 432
20 36 38 67 88 90 94 #SUP: 432
20 36 38 71 79 90 94 #SUP: 432
20 36 38 71 88 90 94 #SUP: 432
21 24 36 79 88 90 94 #SUP: 480
21 31 36 79 88 90 94 #SUP: 448
21 36 38 79 88 90 94 #SUP: 552
21 36 39 79 88 90 94 #SUP: 488
21 36 41 79 88 90 94 #SUP: 776
21 36 55 79 88 90 94 #SUP: 640
21 36 67 79 88 90 94 #SUP: 792
21 36 71 79 88 90 94 #SUP: 776
21 36 79 88 90 94 97 #SUP: 872
21 36 79 88 90 94 104 #SUP: 768
21 36 79 88 90 94 119 #SUP: 472
21 36 79 88 90 94 122 #SUP: 652
22 36 38 55 90 94 97 #SUP: 1016
23 31 36 67 71 90 94 #SUP: 2032
23 36 38 41 53 90 94 #SUP: 872
23 36 38 41 67 90 94 #SUP: 2872
23 36 38 41 71 90 94 #SUP: 2680
23 36 38 41 79 90 94 #SUP: 1768
23 36 38 41 88 90 94 #SUP: 1768
23 36 38 41 90 94 104 #SUP: 2824
23 36 38 53 67 90 94 #SUP: 888
23 36 38 53 71 90 94 #SUP: 824
23 36 38 53 79 90 94 #SUP: 600
23 36 38 53 88 90 94 #SUP: 600
23 36 38 53 90 94 104 #SUP: 840
23 36 38 55 67 90 94 #SUP: 1256
23 36 38 67 71 90 94 #SUP: 2864
23 36 38 67 79 90 94 #SUP: 1880
23 36 38 67 88 90 94 #SUP: 1880
23 36 38 67 90 94 104 #SUP: 2936
23 36 38 71 79 90 94 #SUP: 1688
23 36 38 71 88 90 94 #SUP: 1688
23 36 38 71 90 94 104 #SUP: 2744
23 36 38 79 88 90 94 #SUP: 1592
